order_id,order_purchase_timestamp,price
SIM-intraday_batch_20260831_221315-0367,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0368,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0369,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0370,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0371,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0372,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0373,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0374,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0375,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0376,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0377,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0378,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0379,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0380,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0381,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0382,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0383,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0384,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0385,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0386,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0387,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0388,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0389,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0390,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0391,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0392,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0393,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0394,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0395,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0396,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0397,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0398,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0399,2018-09-04 21:15:00,337.98
SIM-intraday_batch_20260831_221315-0400,2018-09-04 00:15:00,337.98
SIM-intraday_batch_20260831_221315-0401,2018-09-04 03:15:00,337.98
SIM-intraday_batch_20260831_221315-0402,2018-09-04 06:15:00,337.98
SIM-intraday_batch_20260831_221315-0403,2018-09-04 09:15:00,337.98
SIM-intraday_batch_20260831_221315-0404,2018-09-04 12:15:00,337.98
SIM-intraday_batch_20260831_221315-0405,2018-09-04 15:15:00,337.98
SIM-intraday_batch_20260831_221315-0406,2018-09-04 18:15:00,337.98
SIM-intraday_batch_20260831_221315-0407,2018-09-04 21:15:00,337.98
